time,E,N,U
1733986529.000000,0.174551,1.963483,0.782865
1733986530.000000,0.193001,2.123417,1.016709
1733986531.000000,0.222641,2.212884,1.284716
1733986532.000000,0.235949,2.245286,1.297516
1733986533.000000,0.188191,2.345410,1.006469
1733986534.000000,0.261884,2.364019,0.980536
1733986535.000000,0.241186,2.297916,1.040805
1733986536.000000,0.279105,2.245686,1.188661
1733986537.000000,0.244204,2.354435,1.363600
1733986538.000000,0.302112,2.316869,1.177746
1733986539.000000,0.286102,2.206659,1.270621
1733986540.000000,0.258319,2.182244,1.465525
1733986541.000000,0.245038,2.214516,1.398541
1733986542.000000,0.216796,2.198173,1.530614
1733986543.000000,0.237737,2.200684,1.458239
1733986544.000000,0.249203,2.261922,1.269274
1733986545.000000,0.279632,2.251931,1.371698
1733986546.000000,0.260724,2.256181,1.375918
1733986547.000000,0.273983,2.417369,1.162216
1733986548.000000,0.241230,2.447459,1.142466
1733986549.000000,0.323914,2.329833,1.197853
1733986550.000000,0.391047,2.220099,1.219517
1733986551.000000,0.315458,2.232640,1.382008
1733986552.000000,0.240132,2.274621,1.336069
1733986553.000000,0.250848,2.211353,1.760226
1733986554.000000,0.391588,2.105209,1.938717
1733986555.000000,0.516483,2.113786,1.534830
1733986556.000000,0.517370,2.210286,1.440537
1733986557.000000,0.045153,2.788904,1.760817
1733986558.000000,0.041481,2.484849,2.833666
1733986559.000000,-0.081002,2.207653,2.992509
1733986560.000000,-0.060486,2.320746,3.314745
1733986562.000000,-0.006383,2.110270,3.865084
1733986563.000000,0.358210,2.245319,3.069426
1733986564.000000,0.401243,1.932321,3.713286
1733986565.000000,0.407740,1.297542,4.198765
1733986566.000000,0.400956,1.260207,3.559722
1733986567.000000,1.348032,1.137170,3.968278
1733986568.000000,1.986977,0.870403,4.462621
1733986569.000000,0.631755,1.369051,3.149337
1733986570.000000,0.403364,1.069290,3.127841
1733986571.000000,0.571640,0.881231,3.251314
1733986572.000000,0.762796,0.857275,3.528704
1733986573.000000,0.694216,1.011372,3.009183
1733986574.000000,0.447913,1.263531,2.406835
1733986575.000000,0.402708,1.438073,1.808401
1733986576.000000,-0.377736,1.455889,2.942164
1733986577.000000,-0.150296,1.604189,2.394966
1733986578.000000,-0.246787,1.497205,2.599085
1733986579.000000,-0.397614,1.677999,2.993865
1733986580.000000,0.084745,1.339302,3.173583
1733986581.000000,0.149302,1.416215,3.348143
1733986582.000000,0.637807,1.426433,3.415118
1733986583.000000,0.102345,1.860740,3.853117
1733986584.000000,0.323491,1.371103,4.323661
1733986585.000000,0.815420,0.798122,3.236319
1733986586.000000,0.551877,1.232629,2.722829
1733986587.000000,0.220181,1.209231,1.755856
1733986588.000000,0.185384,1.873454,1.578562
1733986589.000000,-0.255174,2.548261,0.031562
1733986590.000000,-0.153515,2.362659,-0.140889
1733986591.000000,0.215299,2.742198,1.652992
1733986592.000000,0.182532,2.134556,2.499505
1733986593.000000,-0.080620,1.825181,3.678727
1733986594.000000,0.204944,1.823393,2.691122
1733986595.000000,-0.013339,2.051313,2.626506
1733986596.000000,-0.010015,1.916709,3.057401
1733986597.000000,-0.147695,2.166680,3.451356
