time,E,N,U
1733985433.000000,-0.212192,3.353562,35.537918
1733985434.000000,1.232412,0.438845,35.283099
1733985435.000000,-1.530592,1.804859,37.190283
1733985436.000000,-3.193734,2.659923,34.482819
1733985437.000000,-3.333207,2.898498,33.926954
1733985438.000000,-1.734679,1.862045,30.278028
1733985439.000000,-2.740512,3.419093,23.819778
1733985440.000000,-2.792845,3.190015,23.824309
1733985441.000000,-4.140285,3.585885,26.338769
1733985442.000000,-3.347259,2.916756,25.645088
1733985443.000000,-3.164606,1.937560,25.683284
1733985444.000000,-2.647650,1.735704,23.523286
1733985445.000000,-0.314628,1.877080,20.248800
1733985446.000000,0.819871,4.508984,16.254237
1733985447.000000,0.890970,5.538382,14.651253
1733985448.000000,0.848134,6.147688,13.416034
1733985449.000000,0.573797,6.186666,16.699020
1733985450.000000,0.477544,5.889059,14.447048
1733985451.000000,0.263340,6.110196,13.247856
1733985452.000000,-0.185740,6.198668,13.247230
1733985453.000000,-0.103500,5.867421,15.033451
1733985454.000000,-0.583883,6.336638,15.284385
1733985455.000000,-2.177198,7.037016,17.586780
1733985456.000000,-4.039699,7.607358,20.410792
1733985457.000000,-5.013449,7.527283,20.096072
1733985458.000000,-5.154318,7.482610,19.104375
1733985459.000000,-6.093883,7.308339,19.713661
1733985460.000000,-5.517210,6.586557,19.426874
1733985461.000000,-5.059745,6.211342,19.684796
1733985462.000000,-5.185733,6.328965,18.256959
1733985463.000000,-5.035266,6.285464,17.483438
1733985464.000000,-5.388614,6.038972,18.727141
1733985465.000000,-5.035726,6.640560,16.294439
1733985466.000000,-4.569582,7.176740,15.891319
1733985467.000000,-4.581220,7.524295,14.104789
1733985468.000000,-4.848995,8.566505,12.113826
1733985469.000000,-5.177698,8.200225,13.466076
1733985470.000000,-5.442249,7.657404,15.995136
1733985471.000000,-5.356675,7.402025,17.201818
1733985472.000000,-5.187837,6.965667,15.105635
1733985473.000000,-4.868208,6.424981,16.078335
1733985474.000000,-3.843871,6.217267,16.801577
1733985475.000000,-3.366720,5.810768,16.965161
1733985476.000000,-3.550607,5.313891,18.093618
1733985477.000000,-3.388066,4.702374,18.758870
1733985478.000000,-3.114772,4.282942,19.920221
1733985479.000000,-3.075465,4.659901,18.701955
1733985480.000000,-1.560638,4.047714,20.267377
1733985483.000000,-0.556228,2.852089,21.170258
1733985484.000000,-0.340567,2.051349,22.540999
