time,E,N,U
1733987509.000000,1.694847,2.083665,3.212246
1733987510.000000,1.659903,1.913197,2.683053
1733987511.000000,1.338191,1.965991,2.146246
1733987512.000000,0.567001,2.399335,2.109989
1733987513.000000,-0.192424,2.681065,2.187458
1733987514.000000,-0.978566,2.739113,2.373855
1733987515.000000,-1.036274,2.787307,2.459972
1733987516.000000,-0.692491,2.863209,2.413810
1733987517.000000,-0.245538,2.749163,2.563974
1733987518.000000,0.206173,2.619277,2.699875
1733987519.000000,0.373837,2.564014,2.669606
1733987520.000000,0.425026,2.571284,2.622922
1733987522.000000,0.062260,2.641006,2.669274
1733987523.000000,-0.172393,2.661808,2.730479
1733987524.000000,-0.286688,2.690610,2.850615
1733987525.000000,-0.243339,2.735867,2.939369
1733987526.000000,-0.166838,2.767601,3.003732
1733987527.000000,-0.134327,2.809580,3.132256
1733987528.000000,-0.139764,2.869329,3.285994
1733987529.000000,-0.165042,2.905236,3.404687
1733987530.000000,-0.184687,2.913651,3.465680
1733987531.000000,-0.236407,2.906726,3.533795
1733987532.000000,-0.288689,2.862310,3.625833
1733987533.000000,-0.343190,2.801530,3.774474
1733987534.000000,-0.378772,2.773146,3.919931
1733987535.000000,-0.382068,2.752342,4.029177
1733987536.000000,-0.380399,2.734312,4.023207
1733987537.000000,-0.385238,2.686753,3.928439
1733987538.000000,-0.387581,2.674461,3.732487
1733987539.000000,-0.411656,2.641214,3.576865
1733987540.000000,-0.406357,2.636628,3.435936
1733987541.000000,-0.357591,2.697773,3.268467
1733987542.000000,-0.290820,2.745295,3.153887
1733987543.000000,-0.216799,2.799695,3.035502
1733987544.000000,-0.175379,2.769750,2.983609
1733987545.000000,-0.118824,2.785541,2.932799
1733987546.000000,-0.059743,2.797713,2.939390
1733987547.000000,-0.014769,2.796032,2.904809
1733987548.000000,0.041380,2.825399,2.919290
1733987549.000000,0.086456,2.855042,2.870323
1733987550.000000,0.104549,2.868851,2.840842
1733987551.000000,0.109571,2.905467,2.895468
1733987552.000000,0.073923,2.960514,2.880460
1733987553.000000,0.044237,2.998165,2.893227
1733987554.000000,0.020973,3.049996,2.998067
1733987555.000000,0.010480,3.098356,3.096200
1733987556.000000,0.010839,3.155954,3.177641
1733987557.000000,0.028224,3.246202,3.206323
1733987558.000000,0.058849,3.321992,3.201817
1733987559.000000,0.087967,3.375796,3.186430
1733987560.000000,0.162347,3.444884,3.161672
