time,E,N,U
1733985539.000000,-0.741083,-1.116265,2.477757
1733985540.000000,-0.535533,-1.163320,2.509626
1733985542.000000,0.706362,-1.158685,3.867659
1733985543.000000,0.833993,-1.329280,4.492952
1733985544.000000,0.731413,-1.456959,4.325201
1733985545.000000,0.972863,-1.341093,4.316972
1733985546.000000,1.007325,-1.257596,4.253437
1733985547.000000,0.861668,-1.201295,3.960292
1733985548.000000,0.705826,-0.992453,3.612009
1733985549.000000,0.571169,-0.785071,3.366703
1733985550.000000,0.587345,-0.519425,3.168203
1733985551.000000,0.540574,-0.355661,2.930404
1733985552.000000,0.512344,-0.207814,2.610404
1733985553.000000,0.648721,-0.088252,2.460318
1733985554.000000,0.620917,-0.057087,2.537138
1733985555.000000,0.882543,-0.130847,2.754029
1733985556.000000,0.964585,-0.173211,2.833650
1733985557.000000,1.296383,-0.119356,3.077725
1733985558.000000,1.396820,-0.359248,3.123707
1733985559.000000,1.573781,-0.340850,3.169208
1733985560.000000,1.614673,-0.315912,3.096370
1733985561.000000,1.627778,-0.473183,3.055628
1733985562.000000,1.390574,-0.340671,2.804777
1733985563.000000,0.973098,-0.115358,2.101634
1733985564.000000,0.928587,-0.123261,1.729978
1733985565.000000,0.984603,-0.226949,1.392944
1733985566.000000,1.005966,-0.312584,1.121849
1733985567.000000,1.338714,-0.101366,0.671774
1733985568.000000,0.606871,-0.063928,0.171138
1733985569.000000,0.557637,0.167506,-0.373294
1733985570.000000,0.401887,0.271163,-0.439535
1733985571.000000,0.499028,0.378439,-0.119718
1733985572.000000,0.500110,0.372268,0.264863
1733985573.000000,-0.075799,0.220168,0.747384
1733985574.000000,-0.126018,0.060863,1.159758
1733985575.000000,-0.304735,0.148091,1.205103
1733985576.000000,-0.693031,-0.032117,1.731304
1733985577.000000,-0.675024,0.057825,2.421391
1733985578.000000,-0.542901,-0.065340,2.556398
1733985579.000000,-0.363369,-0.128154,2.485314
1733985580.000000,-0.111781,0.114088,2.227673
1733985581.000000,-0.246482,0.153235,1.663984
1733985582.000000,-0.164421,0.350585,0.998766
1733985583.000000,-0.272022,0.231616,0.727875
1733985584.000000,-0.354781,0.240473,0.546902
1733985585.000000,-0.491397,-0.009479,0.791222
1733985586.000000,-0.713241,-0.266082,1.421143
1733985587.000000,-0.354231,-0.272386,1.898131
1733985588.000000,-0.343759,-0.400122,1.986370
1733985589.000000,-0.636571,-0.343931,1.712222
1733985590.000000,-0.985258,-0.503807,1.558762
1733985591.000000,-1.140392,-0.474250,0.610570
1733985592.000000,-1.572507,-0.338983,-0.922589
1733985593.000000,-1.473355,-0.244185,-1.618734
1733985594.000000,-1.447757,-0.037239,-1.755529
1733985595.000000,-1.561210,-0.084276,-2.296537
1733985596.000000,-1.480932,-1.914643,-1.398663
1733985597.000000,-1.474310,-0.988845,-0.699633
1733985598.000000,-1.770729,-1.187585,0.312483
1733985599.000000,-1.399232,-0.751927,2.511029
1733985600.000000,-3.405490,0.317415,0.773308
