time,E,N,U
1733986341.000000,-0.355272,0.341653,-0.441875
1733986342.000000,-0.535506,0.377608,-0.666847
1733986343.000000,-0.549526,0.358407,-0.589005
1733986344.000000,-0.578966,0.364364,-0.624758
1733986345.000000,-0.451286,0.213876,-0.490060
1733986346.000000,-0.472998,0.240820,-0.572773
1733986347.000000,-0.442476,0.159390,-0.619384
1733986348.000000,-0.435929,0.083240,-0.649934
1733986349.000000,-0.534305,0.143667,-0.317912
1733986350.000000,-0.710086,0.092615,0.438702
1733986351.000000,-0.577387,-0.056988,0.853469
1733986352.000000,-0.520938,-0.020368,0.595687
1733986353.000000,-0.285273,0.034208,0.249369
1733986354.000000,-0.233933,0.165994,-0.184894
1733986355.000000,-0.445138,0.099505,-0.111709
1733986356.000000,-0.438367,0.122022,-0.165791
1733986357.000000,-0.284927,0.088919,-0.287785
1733986358.000000,-0.381357,0.123490,-0.057432
1733986359.000000,-0.625455,0.039869,0.553021
1733986360.000000,-0.514136,0.103310,0.987979
1733986361.000000,-0.393825,0.133846,1.048330
1733986362.000000,-0.276801,0.257346,0.857438
1733986363.000000,-0.119911,0.090483,0.680312
1733986364.000000,-0.029235,0.231207,-0.080391
1733986365.000000,-0.220521,0.218786,-0.504708
1733986366.000000,-0.285172,0.332082,-0.797925
1733986367.000000,-0.348160,0.259839,-0.861598
1733986368.000000,-0.299753,0.204208,-0.799428
1733986369.000000,-0.231110,0.329554,-0.705110
1733986370.000000,-0.148761,0.319726,-0.623628
1733986371.000000,-0.160488,0.190664,-0.464285
1733986372.000000,-0.158441,0.240939,-0.254423
1733986373.000000,-0.250014,0.188172,0.039608
1733986374.000000,-0.262150,0.315511,0.002580
1733986375.000000,-0.384404,0.130455,0.407491
1733986376.000000,-0.283609,0.025949,0.581789
1733986377.000000,-0.492860,-0.179781,1.020003
1733986378.000000,-0.453922,-0.033356,1.307448
1733986379.000000,-0.515492,-0.076022,1.380976
1733986380.000000,-0.465855,0.285688,1.100799
1733986382.000000,-0.496466,0.265347,0.110176
1733986383.000000,-0.431795,0.113084,-0.360775
1733986384.000000,-0.526308,0.102465,-0.399758
1733986385.000000,-0.530527,0.107674,-0.362434
1733986386.000000,-0.563280,0.208045,-0.163990
1733986387.000000,-0.475616,0.285994,-0.145667
1733986388.000000,-0.349356,0.288012,-0.334420
1733986389.000000,-0.299582,0.139143,-0.520093
1733986390.000000,-0.419585,0.160391,-0.280241
1733986391.000000,-0.318943,0.134957,-0.443920
1733986392.000000,-0.228753,0.037589,-0.639459
1733986393.000000,-0.122169,-0.120582,-0.950234
1733986394.000000,-0.222957,-0.363656,-1.285477
1733986395.000000,-0.429990,-0.359089,-1.452746
1733986396.000000,-0.010496,-0.385231,-1.943214
1733986397.000000,0.240892,-0.459313,-2.495750
1733986398.000000,0.140611,-0.345684,-2.962332
1733986399.000000,0.086598,-0.303818,-3.179052
1733986400.000000,-0.026939,-0.265498,-3.213484
1733986401.000000,-0.105300,-0.250795,-3.154478
1733986402.000000,-0.066152,-0.263785,-2.918989
1733986403.000000,-0.058144,-0.334301,-2.688037
1733986404.000000,-0.038861,-0.382816,-2.431222
1733986405.000000,-0.053772,-0.361717,-2.325796
1733986406.000000,-0.117557,-0.302159,-2.202510
1733986407.000000,-0.148522,-0.290686,-2.090937
1733986408.000000,-0.191988,-0.185582,-1.989228
1733986409.000000,-0.289451,-0.118689,-2.154991
1733986410.000000,-0.363438,-0.102957,-2.227623
1733986411.000000,-0.323874,-0.095344,-2.292516
1733986412.000000,-0.310028,-0.235509,-2.529489
1733986413.000000,-0.299966,-0.229728,-2.740533
1733986414.000000,-0.357793,-0.294390,-2.810637
1733986415.000000,-0.424039,-0.377670,-2.691533
1733986416.000000,-0.401953,-0.483922,-2.534437
1733986417.000000,-0.451310,-0.550046,-2.531009
1733986418.000000,-0.305928,-0.638083,-2.323435
1733986419.000000,-0.240171,-0.670528,-2.262857
1733986420.000000,-0.168198,-0.720391,-2.213121
1733986421.000000,-0.132800,-0.810675,-2.169582
1733986422.000000,-0.098611,-0.820622,-2.049952
1733986423.000000,-0.120148,-0.869692,-2.076840
1733986424.000000,-0.037558,-0.986449,-1.966155
1733986425.000000,-0.011386,-0.997325,-1.971040
1733986426.000000,-0.006583,-0.987168,-2.060687
1733986427.000000,0.007905,-0.927624,-2.179329
1733986428.000000,0.100500,-0.948219,-2.374706
1733986429.000000,0.090622,-0.980301,-2.647279
1733986430.000000,0.115109,-0.956397,-2.801986
1733986431.000000,0.122686,-0.982122,-2.870549
1733986432.000000,0.085751,-1.017666,-2.947930
1733986433.000000,0.016209,-1.028050,-3.065095
1733986434.000000,-0.063360,-1.048832,-3.230439
1733986435.000000,-0.162527,-1.094945,-3.292414
1733986436.000000,-0.205194,-1.153404,-3.380919
1733986437.000000,-0.172096,-1.103110,-3.553042
1733986438.000000,-0.199360,-1.182191,-3.631141
1733986439.000000,-0.205113,-1.175481,-3.582031
1733986440.000000,-0.149553,-1.190168,-3.366132
1733986442.000000,-0.208026,-1.383005,-3.007649
1733986443.000000,-0.279702,-1.352229,-2.841037
1733986444.000000,-0.424222,-1.185913,-2.697413
1733986445.000000,-0.577095,-1.052508,-2.646440
1733986446.000000,-0.665124,-0.958065,-2.542685
1733986447.000000,-0.705512,-0.923347,-2.525505
1733986448.000000,-0.699570,-0.949338,-2.474280
1733986449.000000,-0.617348,-1.120147,-2.279406
1733986450.000000,-0.610753,-1.125953,-2.294210
1733986451.000000,-0.513359,-1.261217,-2.184739
1733986452.000000,-0.712531,-0.779478,-2.160422
1733986453.000000,-0.401400,-1.223923,-1.750265
1733986454.000000,-0.679602,-0.858960,-1.810938
1733986455.000000,-0.744616,-0.847780,-1.717352
1733986456.000000,-0.700746,-0.864671,-1.674901
1733986457.000000,-0.743461,-0.892352,-1.726098
1733986458.000000,-0.769974,-0.842666,-1.823342
1733986459.000000,-0.743237,-0.930400,-1.911054
1733986460.000000,-0.710321,-1.017612,-1.960092
1733986461.000000,-0.700265,-1.105983,-2.072880
1733986462.000000,-0.708577,-1.198602,-2.172427
1733986463.000000,-0.719393,-1.160009,-2.278646
1733986464.000000,-0.687515,-1.124258,-2.318603
1733986465.000000,-0.672281,-1.096659,-2.337697
1733986466.000000,-0.637269,-1.062581,-2.206741
1733986467.000000,-0.578452,-1.043862,-2.024916
1733986468.000000,-0.518678,-1.078637,-1.705595
1733986469.000000,-0.456459,-1.094882,-1.310181
1733986470.000000,-0.396528,-1.111173,-1.206067
1733986471.000000,-0.325622,-1.117240,-1.171115
1733986472.000000,-0.278994,-1.135577,-1.217091
1733986473.000000,-0.223017,-1.116418,-1.234335
1733986474.000000,-0.159841,-1.161520,-1.260436
1733986475.000000,-0.170272,-1.172067,-1.247739
1733986476.000000,-0.140934,-1.189283,-1.298509
1733986477.000000,-0.149137,-1.218418,-1.267651
1733986478.000000,-0.121267,-1.109359,-1.381740
1733986479.000000,-0.080575,-1.053440,-1.667288
1733986480.000000,-0.061108,-1.058600,-1.928438
1733986481.000000,-0.054395,-1.040048,-2.234003
1733986482.000000,0.022650,-0.953956,-2.682227
1733986483.000000,0.074557,-0.890313,-3.158771
1733986484.000000,0.122813,-0.845677,-3.464075
1733986485.000000,0.187560,-0.698967,-3.612953
1733986486.000000,0.242717,-0.586391,-3.672522
1733986487.000000,0.227245,-0.386619,-3.713529
1733986488.000000,0.209799,-0.303692,-3.522834
1733986489.000000,0.197910,-0.232493,-3.302090
1733986490.000000,0.335245,-0.328640,-3.091183
1733986491.000000,0.235920,-0.553374,-2.858945
1733986492.000000,0.150226,-0.635491,-2.669935
1733986493.000000,0.194001,-0.924221,-2.438942
1733986494.000000,0.244652,-1.052837,-2.374828
1733986495.000000,0.320760,-1.214071,-2.438695
1733986496.000000,0.376662,-1.326582,-2.410852
1733986497.000000,0.327664,-1.522046,-2.308406
1733986498.000000,0.321999,-1.509456,-2.384256
1733986499.000000,0.310800,-1.541228,-2.418206
1733986500.000000,0.316202,-1.591071,-2.378393
1733986502.000000,0.305874,-1.619491,-2.336209
1733986503.000000,0.277098,-1.594656,-2.377834
1733986504.000000,0.288015,-1.607572,-2.285522
1733986505.000000,0.313771,-1.556377,-2.255378
1733986506.000000,0.283901,-1.576264,-2.138305
1733986507.000000,0.307050,-1.632637,-1.960155
1733986508.000000,0.274289,-1.747105,-1.793210
1733986509.000000,0.240355,-1.810188,-1.763644
1733986510.000000,0.240979,-1.768105,-1.830495
1733986511.000000,0.180767,-1.714204,-1.680296
1733986512.000000,0.128852,-1.561420,-1.544443
1733986513.000000,0.247237,-1.550450,-1.585962
1733986514.000000,0.471593,-1.066454,-2.145677
1733986515.000000,0.410523,-1.038272,-2.352042
1733986516.000000,0.222249,-0.927037,-2.405962
1733986517.000000,0.097764,-0.985988,-2.197515
1733986518.000000,-0.088068,-0.830049,-2.407743
1733986519.000000,-0.129365,-0.668545,-2.349182
1733986520.000000,-0.052644,-0.711165,-2.277649
1733986521.000000,-0.013054,-0.724668,-2.240915
1733986522.000000,-0.044030,-0.695893,-2.464411
1733986523.000000,-0.055268,-0.071004,-2.584298
1733986524.000000,-0.453383,-0.163794,-1.724605
1733986525.000000,-0.573097,-0.163817,-1.072138
1733986526.000000,-0.421692,-0.262676,-0.760508
1733986527.000000,-0.333422,-0.454303,-0.769600
1733986528.000000,-0.259638,-0.706111,-0.914706
1733986529.000000,-0.403456,-0.281301,-1.046762
1733986530.000000,-0.427373,-0.136114,-0.894371
1733986531.000000,-0.357094,-0.093659,-0.704015
1733986532.000000,-0.309613,-0.084403,-0.629934
1733986533.000000,-0.292699,0.061187,-0.564570
1733986534.000000,-0.269179,0.122953,-0.595132
1733986535.000000,-0.289527,0.062840,-0.657931
1733986536.000000,-0.276577,0.009070,-0.622962
1733986537.000000,-0.439097,-0.001049,-0.551265
1733986538.000000,-0.363355,0.071513,-0.528741
1733986539.000000,-0.376268,0.027287,-0.419817
1733986540.000000,-0.444646,0.064029,-0.125100
1733986541.000000,-0.433581,0.079066,-0.042630
1733986542.000000,-0.398663,0.007266,-0.068232
1733986543.000000,-0.375624,0.038113,-0.149667
1733986544.000000,-0.458809,0.235808,-0.155461
1733986545.000000,-0.416139,0.250688,-0.184875
1733986546.000000,-0.295968,0.192399,-0.072115
1733986547.000000,-0.347145,0.336661,0.051971
1733986548.000000,-0.439698,0.344611,-0.062764
1733986549.000000,-0.449672,0.253247,0.069673
1733986550.000000,-0.431385,0.437166,-0.120895
1733986551.000000,-0.391831,0.418975,-0.831675
1733986552.000000,-0.440895,0.298724,-1.263706
1733986553.000000,-0.332295,0.101408,-1.314086
1733986554.000000,0.031356,-0.075879,-1.573630
1733986555.000000,0.074294,-0.313515,-1.512093
1733986556.000000,0.139425,-0.352085,-1.332055
1733986557.000000,0.331435,-0.010445,-0.592918
1733986558.000000,-0.240133,-0.233790,0.292381
1733986559.000000,-0.543768,-0.132811,0.051996
1733986560.000000,-1.100019,-0.230032,0.569771
1733986562.000000,-0.384517,-0.716653,1.836195
1733986563.000000,-0.592006,-0.938487,2.055967
1733986564.000000,-0.040853,-0.549407,1.939058
